"poll.id","Title","Result","Ausschuss1","Ausschuss2","Ausschuss3","Label1","Label2","Label3"
1306,"Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2018/2019)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1305,"Ausschluss der NPD von der Parteienfinanzierung",TRUE,NA,NA,NA,"Innere Sicherheit","Innere Angelegenheiten","Öffentliche Finanzen, Steuern und Abgaben"
1286,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID 2018/19)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1284,"Ausweitung des Ausbildungseinsatzes der Bundeswehr in Afghanistan",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1285,"Verlängerung des Bundeswehreinsatzes im Mittelmeer (SEA GUARDIAN 2018/2019)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1283,"Anti-IS-Einsatz der Bundeswehr im Irak",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1287,"Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2018/19)",TRUE,"Auswärtiger Ausschuss",NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1282,"Verstärkung der Grenzkontrollen",FALSE,"Ausschuss für Inneres und Heimat",NA,NA,"Migration und Aufenthaltsrecht","Europapolitik und Europäische Union","Innere Sicherheit"
1279,"Antrag auf inhaltliche Distanzierung des Bundestages von Deniz Yücel",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Kultur","Politisches Leben, Parteien"
1263,"Gesetzesentwurf der AfD zum Familiennachzug",FALSE,NA,NA,NA,"Migration und Aufenthaltsrecht",NA,NA
1262,"Gesetzesentwurf der Linksfraktion zum Familiennachzug",FALSE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht",NA
1261,"Gesetzesentwurf der Union zum Familiennachzug",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Migration und Aufenthaltsrecht",NA
1246,"Diätenanpassung der Abgeordneten",TRUE,NA,NA,NA,"Bundestag","Politisches Leben, Parteien",NA
1245," Verlängerung des Bundeswehreinsatzes in Afghanistan (2017)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1239,"Verlängerung des Darfur-Einsatzes (UNAMID 2017)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1238,"Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2017)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1240,"Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2017/2018)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1237,"Verlängerung Ausbildungsfortsetzung Irak",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1244,"Einsatz deutscher Streitkräfte gegen den IS in Syrien (2017)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
1241,"Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN (2017)",TRUE,NA,NA,NA,"Außenpolitik und internationale Beziehungen","Verteidigung",NA
