"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","residence","occupation","statistic_questions","statistic_questions_answered","field_title","party_past","birth_name","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
119538,"Bernd Neumann","https://www.abgeordnetenwatch.de/profile/bernd-neumann-0","Bernd","Neumann","m",1942,2,"CDU","Pädagoge",NA,"MdB, Staatsminister für Kultur und Medien",NA,NA,NA,NA,NA,41054,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/bernd-neumann-0",NA,NA,NA,41054,60,"Landesliste Bremen (Bundestag 2009-2013)",1,1554,"56 - Bremen II - Bremerhaven (Bundestag 2009-2013)",25.8,NA,NA,53.54333155,8.58773600723937
119533,"Wolfgang Zöller","https://www.abgeordnetenwatch.de/profile/wolfgang-zoeller","Wolfgang","Zöller","m",1942,3,"CSU","Diplomingenieur (FH)",NA,"MdB",NA,NA,NA,NA,NA,41052,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/wolfgang-zoeller",NA,NA,NA,41052,57,"Landesliste Bayern (Bundestag 2009-2013)",15,1674,"249 - Main-Spessart (Bundestag 2009-2013)",52.4,NA,NA,49.90825515,9.67384866660139
119531,"Wolfgang Wieland","https://www.abgeordnetenwatch.de/profile/wolfgang-wieland","Wolfgang","Wieland","m",1948,5,"Bündnis 90/Die Grünen","Rechtsanwalt, Senator a. D., Bürgermeister a. D.",NA,"MdB",NA,NA,NA,NA,NA,41050,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/wolfgang-wieland",NA,NA,NA,41050,58,"Landesliste Berlin (Bundestag 2009-2013)",2,262,"76 - Berlin-Mitte (Bundestag 2009-2013)",21.5,NA,NA,52.53321645,13.3597956606797
119529,"Wolfgang Thierse","https://www.abgeordnetenwatch.de/profile/wolfgang-thierse","Wolfgang","Thierse","m",1943,1,"SPD","Kulturwissenschaftler, Germanist",NA,"MdB",NA,NA,NA,NA,NA,41048,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/wolfgang-thierse",NA,NA,NA,41048,58,"Landesliste Berlin (Bundestag 2009-2013)",1,1535,"77 - Berlin-Pankow (Bundestag 2009-2013)",27.4,NA,NA,52.5979174,13.435316
119515,"Wolfgang Gehrcke-Reymann","https://www.abgeordnetenwatch.de/profile/wolfgang-gehrcke-reymann","Wolfgang","Gehrcke-Reymann","m",1943,8,"DIE LINKE","Verwaltungsangestellter",NA,"Mitglied des Bundestages, Stellvertretender Fraktionsvorsitzender",NA,NA,NA,NA,NA,41042,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/wolfgang-gehrcke-reymann",NA,NA,NA,41042,61,"Landesliste Hessen (Bundestag 2009-2013)",2,1597,"183 - Frankfurt am Main II (Bundestag 2009-2013)",7.8,NA,NA,50.1106444,8.6820917
119511,"Wolfgang Börnsen","https://www.abgeordnetenwatch.de/profile/wolfgang-boernsen","Wolfgang","Börnsen","m",1942,2,"CDU","Realschullehrer, Maurer",NA,"MdB",NA,NA,NA,NA,NA,41040,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/wolfgang-boernsen",NA,NA,NA,41040,69,"Landesliste Schleswig-Holstein (Bundestag 2009-2013)",4,1594,"1 - Flensburg - Schleswig (Bundestag 2009-2013)",38.8,NA,NA,54.57971935,9.53319382495063
119500,"Willi Zylajew","https://www.abgeordnetenwatch.de/profile/willi-zylajew","Willi","Zylajew","m",1950,2,"CDU","Stellvertretender Geschäftsführer (ruhend), Diplom-Sozialarbeiter",NA,"MdB",NA,NA,NA,NA,NA,41033,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/willi-zylajew",NA,NA,NA,41033,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",23,2884,"92 - Erftkreis I (Bundestag 2009-2013)",39.4,NA,NA,51.0064611,6.5525691
119493,"Werner Simmling","https://www.abgeordnetenwatch.de/profile/werner-simmling","Werner","Simmling","m",1944,4,"FDP","Diplom-Volkswirt",NA,NA,NA,NA,NA,NA,NA,41029,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/werner-simmling",NA,NA,NA,41029,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",14,1608,"263 - Göppingen (Bundestag 2009-2013)",10.3,NA,NA,48.7031377,9.6541116
119447,"Undine Kurth","https://www.abgeordnetenwatch.de/profile/undine-kurth","Undine","Kurth","f",1951,5,"Bündnis 90/Die Grünen","Diplom-Innenarchitektin",NA,"MdB",NA,NA,NA,NA,NA,41020,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/undine-kurth",NA,NA,NA,41020,68,"Landesliste Sachsen-Anhalt (Bundestag 2009-2013)",1,1630,"69 - Harz (Bundestag 2009-2013)",5.5,NA,NA,51.7249376,10.6948923907807
119441,"Ulrike Flach","https://www.abgeordnetenwatch.de/profile/ulrike-flach","Ulrike","Flach","f",1951,4,"FDP","Diplomübersetzerin",NA,"MdB",NA,NA,NA,NA,NA,41017,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ulrike-flach",NA,NA,NA,41017,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",6,1690,"119 - Mülheim - Essen I (Bundestag 2009-2013)",8.5,NA,NA,51.4278935,6.88644803034206
119433,"Ulrich Schneider","https://www.abgeordnetenwatch.de/profile/ulrich-schneider","Ulrich","Schneider","m",1972,5,"Bündnis 90/Die Grünen","Diplom-Volkswirt",NA,NA,NA,NA,NA,NA,NA,41015,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ulrich-schneider","2011-12-05",NA,NA,41015,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",18,1632,"267 - Heilbronn (Bundestag 2009-2013)",8.8,NA,NA,49.142291,9.218655
119432,"Ulrich Maurer","https://www.abgeordnetenwatch.de/profile/ulrich-maurer","Ulrich","Maurer","m",1948,8,"DIE LINKE","Rechtsanwalt",NA,"MdB",NA,NA,NA,NA,NA,41014,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ulrich-maurer",NA,NA,NA,41014,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",1,1773,"259 - Stuttgart II (Bundestag 2009-2013)",8.6,NA,NA,48.81068275,9.17006042769583
119420,"Ulla Burchardt","https://www.abgeordnetenwatch.de/profile/ulla-burchardt","Ulla","Burchardt","f",1954,1,"SPD","Diplom-Sozialpädagogin",NA,"MdB",NA,NA,NA,NA,NA,41010,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ulla-burchardt",NA,NA,NA,41010,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",27,1573,"144 - Dortmund II (Bundestag 2009-2013)",42.4,NA,NA,51.5142273,7.4652789
119380,"Thomas Kossendey","https://www.abgeordnetenwatch.de/profile/thomas-kossendey","Thomas","Kossendey","m",1948,2,"CDU","Jurist, Regierungsdirektor a. D.",NA,"MdB; Staatssekretär im Verteidigungsministerium",NA,NA,NA,NA,NA,41006,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/thomas-kossendey",NA,NA,NA,41006,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",5,1716,"28 - Oldenburg Ammerland (Bundestag 2009-2013)",35.5,NA,NA,53.2076561,8.00544740371495
119372,"Thilo Hoppe","https://www.abgeordnetenwatch.de/profile/thilo-hoppe","Thilo","Hoppe","m",NA,5,"Bündnis 90/Die Grünen","Diakon, Journalist",NA,"1958-01-20",NA,NA,NA,NA,NA,41002,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/thilo-hoppe",NA,NA,NA,41002,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",4,1522,"25 - Aurich - Emden (Bundestag 2009-2013)",11.1,NA,NA,53.50770875,7.35944047422679
119368,"Susanne Kieckbusch","https://www.abgeordnetenwatch.de/profile/susanne-kieckbusch","Susanne","Kieckbusch","f",1961,5,"Bündnis 90/Die Grünen","Hauptschullehrerin, Musikerin, Musikpädagogin",NA,NA,NA,NA,NA,NA,NA,40998,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/susanne-kieckbusch","2013-01-08",NA,NA,40998,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",19,1799,"295 - Zollernalb - Sigmaringen (Bundestag 2009-2013)",9.3,NA,"list",48.1497075,9.05565414070253
119367,"Susanne Kastner","https://www.abgeordnetenwatch.de/profile/susanne-kastner","Susanne","Kastner","f",1946,1,"SPD","Religionspädagogin",NA,"MdB",NA,NA,NA,NA,NA,40997,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/susanne-kastner",NA,NA,NA,40997,57,"Landesliste Bayern (Bundestag 2009-2013)",2,1525,"248 - Bad Kissingen (Bundestag 2009-2013)",17.9,NA,NA,50.1985698,10.0746833
119361,"Stephan Thomae","https://www.abgeordnetenwatch.de/profile/stephan-thomae","Stephan","Thomae","m",1968,4,"FDP",NA,NA,"MdB, Rechtsanwalt",50,42,NA,NA,NA,40993,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/stephan-thomae",NA,NA,NA,40993,57,"Landesliste Bayern (Bundestag 2009-2013)",11,1708,"256 - Oberallgäu (Bundestag 2009-2013)",11.1,NA,NA,47.6130964,10.270825
119349,"Steffen Bockhahn","https://www.abgeordnetenwatch.de/profile/steffen-bockhahn","Steffen","Bockhahn","m",1978,8,"DIE LINKE","Studium Politikwissenschaften und Neuere Geschichte Europas",NA,NA,NA,NA,NA,NA,NA,40991,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/steffen-bockhahn",NA,NA,NA,40991,NA,NA,NA,1742,"14 - Rostock (Bundestag 2009-2013)",32.3,NA,NA,54.0886707,12.1400211
119328,"Silvia Schmidt","https://www.abgeordnetenwatch.de/profile/silvia-schmidt","Silvia","Schmidt","f",1954,1,"SPD","Heimleiterin, Diplomsozialarbeiterin (FH)",NA,"MdB",NA,NA,NA,NA,NA,40987,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/silvia-schmidt",NA,NA,NA,40987,68,"Landesliste Sachsen-Anhalt (Bundestag 2009-2013)",3,1678,"75 - Mansfeld (Bundestag 2009-2013)",17.2,NA,NA,51.5929057,11.4529104
119317,"Siegfried Kauder","https://www.abgeordnetenwatch.de/profile/siegfried-kauder","Siegfried","Kauder","m",1950,25,"Einzelbewerbung","Rechtsanwalt",NA,NA,NA,NA,NA,NA,NA,40984,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/siegfried-kauder",NA,NA,NA,40984,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",10,1755,"286 - Schwarzwald-Baar (Bundestag 2009-2013)",47.4,NA,NA,47.97941475,8.48894293719968
119315,"Sibylle Laurischk","https://www.abgeordnetenwatch.de/profile/sibylle-laurischk","Sibylle","Laurischk","f",1954,4,"FDP","Rechtsanwältin",NA,"MdB",NA,NA,NA,NA,NA,40982,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/sibylle-laurischk",NA,NA,NA,40982,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",6,1715,"284 - Offenburg (Bundestag 2009-2013)",11.2,NA,NA,48.4716556,7.944378
119309,"Sebastian Blumenthal","https://www.abgeordnetenwatch.de/profile/sebastian-blumenthal","Sebastian","Blumenthal","m",1974,4,"FDP",NA,NA,"IT-Berater",NA,NA,NA,NA,NA,40979,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/sebastian-blumenthal",NA,NA,NA,40979,69,"Landesliste Schleswig-Holstein (Bundestag 2009-2013)",3,1649,"5 - Kiel (Bundestag 2009-2013)",8.6,NA,NA,54.3227085,10.135555
119304,"Sabine Leutheusser-Schnarrenberger","https://www.abgeordnetenwatch.de/profile/sabine-leutheusser-schnarrenberger","Sabine","Leutheusser-Schnarrenberger","f",1951,4,"FDP","Rechtsanwältin",NA,"MdB",NA,NA,NA,NA,NA,40978,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/sabine-leutheusser-schnarrenberger",NA,NA,NA,40978,57,"Landesliste Bayern (Bundestag 2009-2013)",1,1767,"224 - Starnberg (Bundestag 2009-2013)",14.6,NA,NA,48.0001038,11.3508972
119301,"Ruprecht Polenz","https://www.abgeordnetenwatch.de/profile/ruprecht-polenz","Ruprecht","Polenz","m",1946,2,"CDU","Geschäftsführer",NA,"MdB",NA,NA,NA,NA,NA,40976,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/ruprecht-polenz",NA,NA,NA,40976,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",11,1696,"130 - Münster (Bundestag 2009-2013)",39.3,NA,NA,51.9625101,7.6251879
119287,"Rolf Schwanitz","https://www.abgeordnetenwatch.de/profile/rolf-schwanitz","Rolf","Schwanitz","m",1959,1,"SPD","Diplomjurist, Diplomingenieurökonom",NA,"MdB",NA,NA,NA,NA,NA,40973,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/rolf-schwanitz",NA,NA,NA,40973,67,"Landesliste Sachsen (Bundestag 2009-2013)",3,674,"167 - Vogtlandkreis (Bundestag 2009-2013)",15.9,NA,NA,50.4240551,12.2524348571368
119283,"Rolf Hempelmann","https://www.abgeordnetenwatch.de/profile/rolf-hempelmann","Rolf","Hempelmann","m",1948,1,"SPD","Oberstudiendirektor",NA,"MdB",NA,NA,NA,NA,NA,40970,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/rolf-hempelmann",NA,NA,NA,40970,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",61,1590,"120 - Essen II (Bundestag 2009-2013)",46.1,NA,NA,51.48165575,7.04094433239534
119267,"Rita Pawelski","https://www.abgeordnetenwatch.de/profile/rita-pawelski","Rita","Pawelski","f",1948,2,"CDU","Sparkassenangestellte, Journalistin",NA,"MdB",NA,NA,NA,NA,NA,40967,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/rita-pawelski",NA,NA,NA,40967,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",9,1764,"42 - Stadt Hannover I (Bundestag 2009-2013)",32.8,NA,NA,52.3430993,9.7252425
119224,"Rainer Brüderle","https://www.abgeordnetenwatch.de/profile/rainer-bruederle","Rainer","Brüderle","m",1945,4,"FDP","Diplom-Volkswirt",NA,"MdB; Fraktionsvorsitzender",NA,NA,NA,NA,NA,40958,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/rainer-bruederle",NA,NA,NA,40958,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",1,1676,"206 - Mainz (Bundestag 2009-2013)",11.7,NA,NA,50.0012314,8.2762513
119216,"Martin Neumann","https://www.abgeordnetenwatch.de/profile/martin-neumann","Martin","Neumann","m",1956,4,"FDP","Diplom-Ingenieur Maschinenbau","Vetschau","Mitglied des Deutschen Bundestages",7,7,NA,NA,NA,40955,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/martin-neumann",NA,NA,NA,40955,59,"Landesliste Brandenburg (Bundestag 2009-2013)",2,1564,"65 - Cottbus - Spree-Neiße (Bundestag 2009-2013)",8.8,NA,NA,50.8151157,6.042218
119210,"Erik Schweickert","https://www.abgeordnetenwatch.de/profile/erik-schweickert","Erik","Schweickert","m",1972,4,"FDP","Professor für Internationale Weinwirtschaft",NA,"MdL",5,5,NA,NA,NA,40952,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/erik-schweickert",NA,NA,NA,40952,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",10,1724,"279 - Pforzheim (Bundestag 2009-2013)",16.1,NA,NA,48.8908846,8.7029532
119200,"Petra Müller","https://www.abgeordnetenwatch.de/profile/petra-mueller","Petra","Müller","f",1960,4,"FDP","Architektin",NA,NA,NA,NA,NA,NA,NA,40950,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/petra-mueller",NA,NA,NA,40950,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",14,1513,"88 - Aachen (Bundestag 2009-2013)",9,NA,NA,50.776351,6.083862
119167,"Peter Götz","https://www.abgeordnetenwatch.de/profile/peter-goetz","Peter","Götz","m",1947,2,"CDU","Diplom Verwaltungswirt",NA,"MdB",NA,NA,NA,NA,NA,40946,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/peter-goetz",NA,NA,NA,40946,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",1,2900,"273 - Rastatt (Bundestag 2009-2013)",48,NA,"constituency",48.8574209,8.2088088
119156,"Paul Schäfer","https://www.abgeordnetenwatch.de/profile/paul-schaefer","Paul","Schäfer","m",1949,8,"DIE LINKE","Dipl. Soz.",NA,NA,NA,NA,NA,NA,NA,40943,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/paul-schaefer",NA,NA,NA,40943,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",4,264,"97 - Bonn (Bundestag 2009-2013)",5.1,NA,NA,50.735851,7.10066
119153,"Patrick Meinhardt","https://www.abgeordnetenwatch.de/profile/patrick-meinhardt","Patrick","Meinhardt","m",1966,4,"FDP",NA,NA,"Geschäftsleiter Politik des BVMW",3,NA,NA,NA,NA,40939,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/patrick-meinhardt",NA,NA,NA,40939,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",7,1646,"272 - Karlsruhe-Land (Bundestag 2009-2013)",11.5,NA,NA,49.0100569,8.62515038232365
119152,"Patrick Kurth","https://www.abgeordnetenwatch.de/profile/patrick-kurth","Patrick","Kurth","m",NA,4,"FDP",NA,NA,NA,NA,NA,NA,NA,NA,40937,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/patrick-kurth",NA,NA,NA,40937,70,"Landesliste Thüringen (Bundestag 2009-2013)",1,826,"191 - Kyffhäuserkreis-Sömmerda-Weimarer Land (Bundestag 2009-2013)",7.8,NA,NA,NA,NA
119148,"Patrick Döring","https://www.abgeordnetenwatch.de/profile/patrick-doering","Patrick","Döring","m",1973,4,"FDP","Diplom-Ökonom, Unternehmer",NA,"MdB",NA,NA,NA,NA,NA,40936,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/patrick-doering",NA,NA,NA,40936,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",5,1765,"43 - Stadt Hannover II (Bundestag 2009-2013)",6.2,NA,NA,52.3430993,9.7252425
119147,"Pascal Kober","https://www.abgeordnetenwatch.de/profile/pascal-kober","Pascal","Kober","m",1971,4,"FDP","Studium der Evangelischen Theologie",NA,"MdB",16,16,NA,NA,NA,40933,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/pascal-kober",NA,NA,NA,40933,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",13,1735,"289 - Reutlingen (Bundestag 2009-2013)",12.8,NA,NA,48.4919508,9.2114144
119145,"Otto Fricke","https://www.abgeordnetenwatch.de/profile/otto-fricke","Otto","Fricke","m",1965,4,"FDP","Jurist",NA,"Rechtsanwalt, MdB",29,29,NA,NA,NA,40931,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/otto-fricke",NA,NA,NA,40931,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",7,1656,"111 - Krefeld I - Neuss II (Bundestag 2009-2013)",12.3,NA,NA,NA,NA
119127,"Norbert Geis","https://www.abgeordnetenwatch.de/profile/norbert-geis","Norbert","Geis","m",1939,3,"CSU","Rechtsanwalt",NA,"MdB",NA,NA,NA,NA,NA,40922,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/norbert-geis",NA,NA,NA,40922,57,"Landesliste Bayern (Bundestag 2009-2013)",10,779,"247 - Aschaffenburg (Bundestag 2009-2013)",42.8,NA,NA,49.9740542,9.1493636
119106,"Miriam Gruß","https://www.abgeordnetenwatch.de/profile/miriam-gruss","Miriam","Gruß","f",1975,4,"FDP","Politologin",NA,NA,NA,NA,NA,NA,NA,40917,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/miriam-gruss",NA,NA,NA,40917,57,"Landesliste Bayern (Bundestag 2009-2013)",5,1521,"252 - Augsburg-Stadt (Bundestag 2009-2013)",10.9,NA,NA,48.34336385,10.8951546142485
119085,"Michael Kauch","https://www.abgeordnetenwatch.de/profile/michael-kauch","Michael","Kauch","m",1967,4,"FDP","Dipl. Volkswirt",NA,"Beratender Volkswirt mit Schwepunkt Medizintechnik",NA,NA,NA,NA,NA,40913,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/michael-kauch",NA,NA,NA,40913,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",10,1572,"143 - Dortmund I (Bundestag 2009-2013)",8.7,NA,NA,51.5142273,7.4652789
119082,"Michael Grosse-Brömer","https://www.abgeordnetenwatch.de/profile/michael-grosse-broemer","Michael","Grosse-Brömer","m",1960,2,"CDU","Studium der Rechtswissenschaften",NA,"MdB, Erster Parlamentarischer Geschäftsführer",11,3,NA,NA,NA,40910,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/michael-grosse-broemer",NA,NA,NA,40910,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",7,1629,"37 - Harburg (Bundestag 2009-2013)",40.6,NA,NA,48.7856056,10.692743
119080,"Michael Glos","https://www.abgeordnetenwatch.de/profile/michael-glos","Michael","Glos","m",1944,3,"CSU","Müllermeister",NA,"MdB, Minister a.D.",NA,NA,NA,NA,NA,40908,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/michael-glos",NA,NA,NA,40908,57,"Landesliste Bayern (Bundestag 2009-2013)",2,1756,"250 - Schweinfurt (Bundestag 2009-2013)",46.4,NA,NA,50.0499945,10.233302
119079,"Michael Link","https://www.abgeordnetenwatch.de/profile/michael-link","Michael","Link","m",1963,4,"FDP",NA,NA,"MdB",18,18,NA,NA,NA,40906,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/michael-link",NA,NA,NA,40906,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",9,1632,"267 - Heilbronn (Bundestag 2009-2013)",12,NA,NA,49.142291,9.218655
119071,"Memet Kilic","https://www.abgeordnetenwatch.de/profile/memet-kilic","Memet","Kilic","m",1967,5,"Bündnis 90/Die Grünen","Jurist",NA,"Jurist",NA,NA,NA,NA,NA,40901,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/memet-kilic",NA,NA,NA,40901,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",10,1724,"279 - Pforzheim (Bundestag 2009-2013)",10,NA,NA,48.8908846,8.7029532
119066,"Mechthild Dyckmans","https://www.abgeordnetenwatch.de/profile/mechthild-dyckmans","Mechthild","Dyckmans","f",1950,4,"FDP","Richterin",NA,"MdB",NA,NA,NA,NA,NA,40898,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/mechthild-dyckmans",NA,NA,NA,40898,61,"Landesliste Hessen (Bundestag 2009-2013)",5,1648,"169 - Kassel (Bundestag 2009-2013)",7.8,NA,NA,51.3154546,9.4924096
119035,"Martin Schwanholz","https://www.abgeordnetenwatch.de/profile/martin-schwanholz","Martin","Schwanholz","m",1960,1,"SPD","Wirtschafts- und Sozialwissenschaftler, MdB",NA,NA,NA,NA,NA,NA,NA,40890,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/martin-schwanholz",NA,NA,NA,40890,63,"Landesliste Niedersachsen (Bundestag 2009-2013)",13,1766,"40 - Stadt Osnabrück (Bundestag 2009-2013)",33,NA,NA,52.27294755,8.0615043716641
119024,"Marlene Rupprecht","https://www.abgeordnetenwatch.de/profile/marlene-rupprecht","Marlene","Rupprecht","f",1947,1,"SPD","Lehrerin",NA,"MdB",NA,NA,NA,NA,NA,40887,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/marlene-rupprecht",NA,NA,NA,40887,57,"Landesliste Bayern (Bundestag 2009-2013)",10,1603,"243 - Fürth (Bundestag 2009-2013)",25.1,NA,NA,49.4772475,10.9893626
119003,"Marina Schuster","https://www.abgeordnetenwatch.de/profile/marina-schuster","Marina","Schuster","f",1975,4,"FDP","Dipl. Kauffrau",NA,"Kauffrau, Analystin",NA,NA,NA,NA,NA,40882,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/marina-schuster",NA,NA,NA,40882,57,"Landesliste Bayern (Bundestag 2009-2013)",6,1744,"246 - Roth (Bundestag 2009-2013)",11.1,NA,NA,49.1952934,11.0566523433013
118987,"Marco Buschmann","https://www.abgeordnetenwatch.de/profile/marco-buschmann","Marco","Buschmann","m",1977,4,"FDP","Rechtsanwalt",NA,"Bundesminister der Justiz, MdB",918,761,NA,NA,NA,40873,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/marco-buschmann",NA,NA,NA,40873,64,"Landesliste Nordrhein-Westfalen (Bundestag 2009-2013)",20,268,"124 - Gelsenkirchen (Bundestag 2009-2013)",7,NA,NA,51.5110321,7.0960124
118974,"Manfred Kolbe","https://www.abgeordnetenwatch.de/profile/manfred-kolbe","Manfred","Kolbe","m",1953,2,"CDU","Notar",NA,"Mitglied des Deutschen Bundestages",NA,NA,NA,NA,NA,40872,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/manfred-kolbe",NA,NA,NA,40872,67,"Landesliste Sachsen (Bundestag 2009-2013)",4,785,"152 - Nordsachsen (Bundestag 2009-2013)",40.9,NA,NA,51.44208475,13.0383671771454
118935,"Krista Sager","https://www.abgeordnetenwatch.de/profile/krista-sager","Krista","Sager","f",1953,5,"Bündnis 90/Die Grünen","Politikerin",NA,"MdB",NA,NA,NA,NA,NA,40859,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/krista-sager",NA,NA,NA,40859,19,"Landesliste Hamburg (Bundestag 2009-2013)",1,873,"21 - Hamburg Eimsbüttel (Bundestag 2009-2013)",25.9,NA,NA,53.60628195,9.92298178752683
118924,"Klaus Riegert","https://www.abgeordnetenwatch.de/profile/klaus-riegert","Klaus","Riegert","m",1959,2,"CDU","Diplomverwaltungswirt-Polizei (FH), Kriminaloberkommissar a. D.",NA,"MdB",NA,NA,NA,NA,NA,40855,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/klaus-riegert",NA,NA,NA,40855,56,"Landesliste Baden-Württemberg (Bundestag 2009-2013)",11,1608,"263 - Göppingen (Bundestag 2009-2013)",43.2,NA,NA,48.7031377,9.6541116
118914,"Klaus Hagemann","https://www.abgeordnetenwatch.de/profile/klaus-hagemann","Klaus","Hagemann","m",1947,1,"SPD","Lehrer",NA,"MdB",NA,NA,NA,NA,NA,40852,"Bundestag 2009 - 2013","https://www.abgeordnetenwatch.de/profile/klaus-hagemann",NA,NA,NA,40852,65,"Landesliste Rheinland-Pfalz (Bundestag 2009-2013)",9,1796,"207 - Worms (Bundestag 2009-2013)",37.6,NA,NA,49.6302618,8.3620898
